1 0.0153408 -0.0278262 0.456405 0.00014175 -0.000270231 0.0498341 -0.060662 -0.01 0.4802 0.101544 0.3514 -0.0278262 0.456405
1 0.0165074 -0.027809 0.456391 0.000582844 -0.000770751 0.0388596 -0.040118 -0.01 0.4802 0.101544 0.3514 -0.027809 0.456391
1 0.0165746 -0.0277919 0.456377 0.000961468 -0.00109628 0.029754 -0.0209892 -0.01 0.4802 0.101544 0.3514 -0.0277919 0.456377
1 0.0238466 -0.0277747 0.456363 0.00125016 -0.00125916 0.0279397 -0.0131949 -0.01 0.4802 0.101544 0.3514 -0.0277747 0.456363
1 0.0338459 -0.0277575 0.456348 0.00158085 -0.00142506 0.0365249 -0.0194677 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.0439406 -0.0277232 0.45632 0.00191612 -0.00160823 0.0332525 -0.0194772 -0.01 0.4802 0.101544 0.3514 -0.0277232 0.45632
1 0.0538363 -0.027706 0.456306 0.00221442 -0.00179541 0.025688 -0.0170039 -0.01 0.4802 0.101544 0.3514 -0.027706 0.456306
1 0.0638369 -0.0276717 0.456278 0.00237295 -0.00190297 0.00994736 -0.00722787 -0.01 0.4802 0.101544 0.3514 -0.0276717 0.456278
1 0.0738261 -0.0276545 0.456264 0.00244583 -0.00196458 0.00263602 -0.00305928 -0.01 0.4802 0.101544 0.3514 -0.0276545 0.456264
1 0.0838289 -0.0276374 0.45625 0.00243474 -0.00196866 -0.00332916 0.001228 -0.01 0.4802 0.101544 0.3514 -0.0276374 0.45625
1 0.0938285 -0.0276202 0.456236 0.0023227 -0.00189129 -0.0141403 0.0102754 -0.01 0.4802 0.101544 0.3514 -0.0276202 0.456236
1 0.103825 -0.0276031 0.456222 0.00216754 -0.00177447 -0.0131481 0.0099932 -0.01 0.4802 0.101544 0.3514 -0.0276031 0.456222
1 0.113814 -0.0275859 0.456208 0.00195418 -0.0016046 -0.0271432 0.02196 -0.01 0.4802 0.101544 0.3514 -0.0275859 0.456208
1 0.123819 -0.0275859 0.456208 0.00171144 -0.00140644 -0.0274275 0.0225311 -0.01 0.4802 0.101544 0.3514 -0.0275859 0.456208
1 0.133819 -0.0275859 0.456208 0.00135375 -0.00111196 -0.0421812 0.0347419 -0.01 0.4802 0.101544 0.3514 -0.0275859 0.456208
1 0.14381 -0.0275812 0.456223 0.000893442 -0.000726125 -0.0460323 0.0437345 -0.01 0.4802 0.101544 0.3514 -0.0275812 0.456223
1 0.153801 -0.0275859 0.456208 0.000493791 -0.000216721 -0.0342856 0.0528519 -0.01 0.4802 0.101544 0.3514 -0.0275859 0.456208
1 0.163807 -0.0275983 0.456238 0.000143156 0.000253118 -0.0417491 0.0513041 -0.01 0.4802 0.101544 0.3514 -0.0275983 0.456238
1 0.173803 -0.0276327 0.456266 -0.000323763 0.000746298 -0.0538652 0.0490072 -0.01 0.4802 0.101544 0.3514 -0.0276327 0.456266
1 0.183798 -0.0276498 0.45628 -0.000996265 0.00120216 -0.0779293 0.0393819 -0.01 0.4802 0.101544 0.3514 -0.0276498 0.45628
1 0.193795 -0.0276889 0.456292 -0.0017577 0.00158916 -0.0703148 0.0292069 -0.01 0.4802 0.101544 0.3514 -0.0276889 0.456292
1 0.204066 -0.027706 0.456306 -0.00233973 0.00184363 -0.0506121 0.0196641 -0.01 0.4802 0.101544 0.3514 -0.027706 0.456306
1 0.213787 -0.0277404 0.456334 -0.00273743 0.00193008 -0.0314545 0.00429308 -0.01 0.4802 0.101544 0.3514 -0.0277404 0.456334
1 0.223782 -0.0277575 0.456348 -0.00292144 0.00194788 -0.00746373 0.000166277 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.233782 -0.0277747 0.456363 -0.00285183 0.00191287 0.0150029 -0.00435072 -0.01 0.4802 0.101544 0.3514 -0.0277747 0.456363
1 0.243878 -0.0277919 0.456377 -0.00262757 0.00185032 0.0268724 -0.00767581 -0.01 0.4802 0.101544 0.3514 -0.0277919 0.456377
1 0.253772 -0.0278043 0.456406 -0.00220916 0.00165296 0.0546101 -0.0308567 -0.01 0.4802 0.101544 0.3514 -0.0278043 0.456406
1 0.263771 -0.0277871 0.456392 -0.00166447 0.00138626 0.0535935 -0.0262851 -0.01 0.4802 0.101544 0.3514 -0.0277871 0.456392
1 0.27377 -0.0278043 0.456406 -0.00105254 0.00117007 0.0681754 -0.0256778 -0.01 0.4802 0.101544 0.3514 -0.0278043 0.456406
1 0.283765 -0.027809 0.456391 -0.00050173 0.000932654 0.040735 -0.0256675 -0.01 0.4802 0.101544 0.3514 -0.027809 0.456391
1 0.293757 -0.0277871 0.456392 -0.000124909 0.000495132 0.0416934 -0.0550307 -0.01 0.4802 0.101544 0.3514 -0.0277871 0.456392
1 0.303759 -0.0277919 0.456377 0.00024637 -1.19826e-05 0.0316689 -0.0385749 -0.01 0.4802 0.101544 0.3514 -0.0277919 0.456377
1 0.313751 -0.02777 0.456378 0.000477893 -0.000429983 0.0241344 -0.0489492 -0.01 0.4802 0.101544 0.3514 -0.02777 0.456378
1 0.323744 -0.02777 0.456378 0.000684863 -0.00079314 0.0139574 -0.0234836 -0.01 0.4802 0.101544 0.3514 -0.02777 0.456378
1 0.333748 -0.0277528 0.456364 0.000848249 -0.000858626 0.0202749 -0.000899891 -0.01 0.4802 0.101544 0.3514 -0.0277528 0.456364
1 0.344017 -0.0277528 0.456364 0.000963385 -0.000810218 -4.61036e-05 0.00430634 -0.01 0.4802 0.101544 0.3514 -0.0277528 0.456364
1 0.353741 -0.0277575 0.456348 0.000853123 -0.000659988 -0.0197605 0.0198815 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.363738 -0.0277575 0.456348 0.000579272 -0.000475442 -0.0305458 0.0195835 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.373734 -0.0277575 0.456348 0.000276901 -0.000297561 -0.0276962 0.0182661 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.383743 -0.0277575 0.456348 4.59211e-05 -0.000149732 -0.0193346 0.00995034 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.393722 -0.0277575 0.456348 -9.71986e-05 -0.00010584 -0.00991735 0.00150349 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.403716 -0.0277575 0.456348 -0.00014626 -0.000100086 -0.00122655 0.00044568 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.41372 -0.0277575 0.456348 -0.000127156 -8.97384e-05 0.00387748 0.00160787 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.424039 -0.0277575 0.456348 -7.78394e-05 -6.76893e-05 0.00532132 0.00257893 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.43371 -0.0277575 0.456348 -2.21006e-05 -1.9677e-05 0.00668254 0.0102241 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.443803 -0.0277575 0.456348 9.05459e-05 1.75907e-05 0.0196969 -0.000350846 -0.01 0.4802 0.101544 0.3514 -0.0277575 0.456348
1 0.453695 -0.0277404 0.456334 0.000293794 3.79934e-05 0.0268198 0.000816533 -0.01 0.4802 0.101544 0.3514 -0.0277404 0.456334
1 0.4637 -0.0277356 0.45635 0.000509716 -1.41454e-05 0.014853 -0.00729578 -0.01 0.4802 0.101544 0.3514 -0.0277356 0.45635
1 0.473696 -0.0277356 0.45635 0.00054366 -0.000117762 -0.00502986 -0.010188 -0.01 0.4802 0.101544 0.3514 -0.0277356 0.45635
1 0.483692 -0.0277185 0.456336 0.000435399 -0.000172426 -0.0109499 -0.00780147 -0.01 0.4802 0.101544 0.3514 -0.0277185 0.456336
1 0.493688 -0.0277185 0.456336 0.000464777 -0.000334855 0.00602993 -0.0240603 -0.01 0.4802 0.101544 0.3514 -0.0277185 0.456336
1 0.503687 -0.027706 0.456306 0.000537226 -0.000508944 0.0148648 -0.0169899 -0.01 0.4802 0.101544 0.3514 -0.027706 0.456306
1 0.513679 -0.0276842 0.456308 0.000711117 -0.000717673 0.0157809 -0.0125125 -0.01 0.4802 0.101544 0.3514 -0.0276842 0.456308
