1	0	0	-0.000000	-0.500000
2	0	0	0.000000	0.000000
3	0	0	-0.000000	-0.500000
4	0	0	0.000000	0.000000
5	0	0	0.433013	0.250000
6	0	0	0.000000	0.000000
7	0	0	0.433013	0.250000
8	0	0	0.000000	0.000000
9	0	0	-0.433013	0.250000
10	0	0	0.000000	0.000000
11	0	0	-0.433013	0.250000
12	0	0	0.000000	0.000000
13	0	0	-0.000000	-0.500000
14	0	0	0.000000	0.000000
15	0	0	-0.000000	-0.500000
16	0	0	0.000000	0.000000
17	0	0	0.433013	0.250000
18	0	0	0.000000	0.000000
19	0	0	-0.000000	-0.500000
20	0	0	0.000000	0.000000
21	0	0	0.433013	0.250000
22	0	0	0.000000	0.000000
23	0	0	0.433013	0.250000
24	0	0	0.000000	0.000000
25	0	0	0.433013	0.250000
26	0	0	0.000000	0.000000
27	0	0	-0.000000	-0.500000
28	0	0	0.000000	0.000000
29	0	0	-0.433013	0.250000
30	0	0	0.000000	0.000000
31	0	0	0.433013	0.250000
32	0	0	0.000000	0.000000
33	0	0	-0.433013	0.250000
34	0	0	0.000000	0.000000
35	0	0	-0.433013	0.250000
36	0	0	0.000000	0.000000
37	0	0	0.433013	0.250000
38	0	0	0.000000	0.000000
39	0	0	-0.433013	0.250000
40	0	0	0.000000	0.000000
41	0	0	-0.000000	-0.500000
42	0	0	0.000000	0.000000
43	0	0	-0.433013	0.250000
44	0	0	0.000000	0.000000
45	0	0	-0.000000	-0.500000
46	0	0	0.000000	0.000000
47	0	0	-0.000000	-0.500000
48	0	0	0.000000	0.000000
49	0	0	-0.433013	0.250000
50	0	0	0.000000	0.000000
51	0	0	-0.433013	0.250000
52	0	0	0.000000	0.000000
53	0	0	0.433013	0.250000
54	0	0	0.000000	0.000000
55	0	0	-0.000000	-0.500000
56	0	0	0.000000	0.000000
57	0	0	-0.000000	-0.500000
58	0	0	0.000000	0.000000
59	0	0	-0.000000	-0.500000
60	0	0	0.000000	0.000000
61	0	0	-0.433013	0.250000
62	0	0	0.000000	0.000000
63	0	0	0.433013	0.250000
64	0	0	0.000000	0.000000
65	0	0	-0.433013	0.250000
66	0	0	0.000000	0.000000
67	0	0	0.433013	0.250000
68	0	0	0.000000	0.000000
69	0	0	-0.433013	0.250000
70	0	0	0.000000	0.000000
71	0	0	-0.000000	-0.500000
72	0	0	0.000000	0.000000
73	0	0	-0.433013	0.250000
74	0	0	0.000000	0.000000
75	0	0	-0.000000	-0.500000
76	0	0	0.000000	0.000000
77	0	0	-0.433013	0.250000
78	0	0	0.000000	0.000000
79	0	0	-0.433013	0.250000
80	0	0	0.000000	0.000000
81	0	0	-0.000000	-0.500000
82	0	0	0.000000	0.000000
83	0	0	0.433013	0.250000
84	0	0	0.000000	0.000000
85	0	0	0.433013	0.250000
86	0	0	0.000000	0.000000
87	0	0	0.433013	0.250000
88	0	0	0.000000	0.000000
89	0	0	0.433013	0.250000
90	0	0	0.000000	0.000000
