475	0.00999125	-0.102278	0.502237	0.000251135	-0.000392612	0.00586627	-0.0204672	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.0127653	-0.102278	0.502237	0.000147576	-0.00036621	-0.010356	0.00264019	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.0226927	-0.102254	0.502242	-0.0001883	-0.000119074	-0.0335875	0.0247136	-0.00705	0.4618	0.126607	0.307467	-0.136642	0.472461
475	0.0327687	-0.102254	0.502242	-0.00035698	0.000139694	-0.016868	0.0258769	-0.00705	0.4618	0.126607	0.307467	-0.136642	0.472461
475	0.0433029	-0.102254	0.502242	-9.54678e-05	0.00032366	0.0261512	0.0183965	-0.00705	0.4618	0.126607	0.307467	-0.136642	0.472461
475	0.0527556	-0.102254	0.502242	0.000227674	0.000368416	0.0323142	0.0044756	-0.00705	0.4618	0.126607	0.307467	-0.136642	0.472461
475	0.0626911	-0.102278	0.502237	0.000394524	0.000298724	0.016685	-0.00696919	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.0727503	-0.102278	0.502237	0.000295059	0.000160971	-0.00994647	-0.0137752	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.0826847	-0.102258	0.502227	-0.000137954	-1.60904e-05	-0.0433013	-0.0177062	-0.00705	0.4618	0.126607	0.307467	-0.136657	0.472437
475	0.110989	-0.102258	0.502227	-0.000423477	-0.000176729	-0.0285523	-0.0160639	-0.00705	0.4618	0.126607	0.307467	-0.136657	0.472437
475	0.111087	-0.102278	0.502237	-0.000273276	-0.000350471	0.0150201	-0.0173742	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.112852	-0.102278	0.502237	-6.8306e-05	-0.000377269	0.020497	-0.00267975	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.122671	-0.102278	0.502237	-0.000133525	-0.000180544	-0.00652192	0.0196724	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.143273	-0.102278	0.502237	-0.000255033	4.07473e-05	-0.0121508	0.0221292	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.143364	-0.102258	0.502227	-0.000298068	0.000169626	-0.00430344	0.0128879	-0.00705	0.4618	0.126607	0.307467	-0.136657	0.472437
475	0.152745	-0.102258	0.502227	-0.00017917	0.000153355	0.0118898	-0.00162713	-0.00705	0.4618	0.126607	0.307467	-0.136657	0.472437
475	0.162677	-0.102278	0.502237	0.00017083	-3.10839e-05	0.035	-0.0184439	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.172746	-0.102278	0.502237	0.000367866	-0.000155884	0.0197036	-0.01248	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.182678	-0.102258	0.502227	0.000173726	-7.50171e-05	-0.019414	0.0080867	-0.00705	0.4618	0.126607	0.307467	-0.136657	0.472437
475	0.193252	-0.102258	0.502227	-2.93019e-05	1.61565e-05	-0.0203028	0.00911736	-0.00705	0.4618	0.126607	0.307467	-0.136657	0.472437
475	0.202666	-0.102258	0.502227	6.47133e-05	-4.37151e-05	0.00940153	-0.00598716	-0.00705	0.4618	0.126607	0.307467	-0.136657	0.472437
475	0.212748	-0.102258	0.502227	0.000221187	-0.000129671	0.0156474	-0.00859557	-0.00705	0.4618	0.126607	0.307467	-0.136657	0.472437
475	0.222663	-0.102278	0.502237	0.000291822	-0.000165057	0.00706346	-0.0035386	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.232742	-0.102278	0.502237	0.000188253	-0.000105355	-0.0103569	0.00597022	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.243236	-0.102258	0.502227	-0.000157362	8.39847e-05	-0.0345615	0.0189339	-0.00705	0.4618	0.126607	0.307467	-0.136657	0.472437
475	0.252733	-0.102258	0.502227	-0.000356808	0.00019323	-0.0199446	0.0109246	-0.00705	0.4618	0.126607	0.307467	-0.136657	0.472437
475	0.262664	-0.102278	0.502237	-0.000167612	9.19535e-05	0.0189196	-0.0101277	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.272729	-0.102278	0.502237	3.08764e-05	-1.51791e-05	0.0198488	-0.0107133	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
475	0.282677	-0.102278	0.502237	-6.59531e-05	3.63125e-05	-0.00968295	0.00514917	-0.00705	0.4618	0.126607	0.307467	-0.136682	0.472442
