1	0.015476	0.0632244	0.567061	-4.46066e-06	-4.91843e-06	-0.000213508	-0.000235419	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.0170756	0.0632244	0.567061	-4.69312e-06	-5.17475e-06	9.89588e-05	0.000109114	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.0185732	0.0632244	0.567061	-2.97282e-06	-3.2779e-06	0.000204972	0.000226007	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.0285719	0.0632244	0.567061	-1.01134e-06	-1.11513e-06	0.000175228	0.00019321	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.0385719	0.0632244	0.567061	3.06048e-07	3.37456e-07	9.37644e-05	0.000103387	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.0489975	0.0632244	0.567061	8.13707e-07	8.97213e-07	1.93814e-05	2.13703e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.0585691	0.0632244	0.567061	7.44722e-07	8.21148e-07	-2.31588e-05	-2.55356e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.0685653	0.0632244	0.567061	4.29609e-07	4.73697e-07	-3.44296e-05	-3.79629e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.0785694	0.0632244	0.567061	1.18191e-07	1.30321e-07	-2.66556e-05	-2.93912e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.0885674	0.0632244	0.567061	-7.31253e-08	-8.06297e-08	-1.2863e-05	-1.41831e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.0985613	0.0632244	0.567061	-1.35186e-07	-1.49059e-07	-1.48276e-06	-1.6348e-06	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.108553	0.0632244	0.567061	-1.12851e-07	-1.24432e-07	4.43251e-06	4.88742e-06	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.118558	0.0632244	0.567061	-5.93402e-08	-6.54299e-08	5.52569e-06	6.09279e-06	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.12868	0.0632244	0.567061	-1.15534e-08	-1.27391e-08	3.9347e-06	4.33842e-06	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.138558	0.0632244	0.567061	1.53349e-08	1.69087e-08	1.68721e-06	1.8604e-06	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.148553	0.0632244	0.567061	-2.88219e-05	-3.17797e-05	-0.00449398	-0.00495517	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.158548	0.0632244	0.567061	-3.35986e-05	-3.70466e-05	0.00175873	0.00193922	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.168551	0.0632244	0.567061	-7.36613e-06	-8.12208e-06	0.0028025	0.0030901	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.178546	0.0632244	0.567061	1.51604e-05	1.67162e-05	0.00164836	0.00181752	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.188546	0.0632244	0.567061	2.34567e-05	2.58639e-05	0.000205684	0.000226792	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.198545	0.0632244	0.567061	2.00598e-05	2.21184e-05	-0.000679335	-0.000749051	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.20854	0.0632244	0.567061	1.15903e-05	1.27797e-05	-0.000897183	-0.000989255	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.21854	0.0632244	0.567061	3.55279e-06	3.91739e-06	-0.000686297	-0.000756728	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.228537	0.0632244	0.567061	-1.41174e-06	-1.55661e-06	-0.000339021	-0.000373812	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.238535	0.0632137	0.567049	-3.12979e-06	-3.45098e-06	-5.27812e-05	-5.81977e-05	-0.019	0.53	-0.0943574	0.6001570.0632137	0.567049
1	0.24854	0.0632244	0.567061	-4.073e-05	-4.49099e-05	-0.00103859	-0.00114518	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.258531	0.0632244	0.567061	-2.56855e-05	-2.83214e-05	0.0027428	0.00302428	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.268531	0.0632244	0.567061	2.78383e-06	3.06951e-06	0.00256819	0.00283175	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.278536	0.0632244	0.567061	2.05798e-05	2.26918e-05	0.00108021	0.00119106	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.288522	0.0632244	0.567061	2.36844e-05	2.61149e-05	-0.000232517	-0.000256378	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.298523	0.0632244	0.567061	1.73337e-05	1.91126e-05	-0.000856265	-0.000944139	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.30853	0.0632244	0.567061	8.31301e-06	9.16612e-06	-0.000868166	-0.00095726	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.318526	0.0632244	0.567061	1.17043e-06	1.29055e-06	-0.000564078	-0.000621966	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.32852	0.0632244	0.567061	-2.50992e-06	-2.7675e-06	-0.000216037	-0.000238208	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.338523	0.0632244	0.567061	-3.22633e-06	-3.55743e-06	2.53517e-05	2.79534e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.348519	0.0632244	0.567061	-2.30676e-06	-2.54349e-06	0.000127085	0.000140126	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.358531	0.0632244	0.567061	-9.82455e-07	-1.08328e-06	0.000125521	0.000138403	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.368514	0.0632244	0.567061	2.09579e-08	2.31086e-08	7.64969e-05	8.43472e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.378512	0.0632244	0.567061	4.87974e-07	5.38052e-07	2.40701e-05	2.65402e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.388517	0.0632244	0.567061	5.23218e-07	5.76913e-07	-9.87038e-06	-1.08833e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.398514	0.0632244	0.567061	3.41173e-07	3.76185e-07	-2.21301e-05	-2.4401e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.409008	0.0632244	0.567061	1.25887e-07	1.38806e-07	-1.94935e-05	-2.1494e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.418509	0.0632244	0.567061	-2.32047e-08	-2.55861e-08	-1.084e-05	-1.19523e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.428503	0.0632244	0.567061	-8.44464e-08	-9.31126e-08	-2.64534e-06	-2.91689e-06	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.438503	0.0632244	0.567061	-8.10666e-08	-8.93861e-08	2.21516e-06	2.44249e-06	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.448503	0.0632244	0.567061	-4.8587e-08	-5.35733e-08	3.65717e-06	4.03244e-06	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.458506	0.0632244	0.567061	-1.47942e-08	-1.63124e-08	2.9422e-06	3.24407e-06	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.468506	0.0632244	0.567061	6.74272e-09	7.43472e-09	1.48502e-06	1.63758e-06	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.478499	0.0632244	0.567061	1.43091e-08	1.57776e-08	2.3373e-07	2.57683e-07	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.488492	0.0632244	0.567061	1.24201e-08	1.36947e-08	-4.44048e-07	-4.89608e-07	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.49849	0.0632244	0.567061	6.80139e-09	7.49933e-09	-5.93858e-07	-6.5481e-07	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.50849	0.0632244	0.567061	-2.88425e-05	-3.18024e-05	-0.0044944	-0.00495564	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.518487	0.0632244	0.567061	-3.3617e-05	-3.70669e-05	0.00175934	0.00193989	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.528487	0.0632244	0.567061	-7.37651e-06	-8.13352e-06	0.00280336	0.00309106	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.538486	0.0632244	0.567061	1.51577e-05	1.67133e-05	0.00164902	0.00181825	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.548481	0.0632244	0.567061	2.34587e-05	2.58661e-05	0.000205991	0.000227131	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.558486	0.0632244	0.567061	2.00632e-05	2.21222e-05	-0.000679309	-0.000749022	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.568477	0.0632244	0.567061	1.1593e-05	1.27828e-05	-0.000897299	-0.000989383	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.578478	0.0632244	0.567061	3.55422e-06	3.91896e-06	-0.000686436	-0.000756881	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.588476	0.0632244	0.567061	-1.41149e-06	-1.55634e-06	-0.000339117	-0.000373919	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.598473	0.0632244	0.567061	-3.13019e-06	-3.45142e-06	-5.28211e-05	-5.8242e-05	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.608472	0.0632244	0.567061	-2.15125e-05	-2.37202e-05	-0.00659359	-0.00727025	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
1	0.618467	0.0632244	0.567061	-3.82629e-05	-4.21896e-05	0.00116978	0.00128983	-0.019	0.53	-0.0943574	0.6001570.0632244	0.567061
